,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head5_self,head6_self,head7_self,head8_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head5_no_self,head6_no_self,head7_no_self,head8_no_self,head_sum_no_self
feature_0,0.1107,0.0038,0.0346,0.0209,0.038,0.0248,0.0289,0.038,0.0336,0.0384,0.2571,0.0022,0.001,0.0056,0.0017,0.0014,0.0011,0.0033,0.0019,0.0181
feature_1,0.0059,0.0002,0.0234,0.017,0.0247,0.019,0.0219,0.0228,0.023,0.0246,0.1764,0.0016,0.0006,0.0019,0.0013,0.0021,0.0009,0.001,0.0009,0.0104
feature_2,0.0282,0.001,0.0242,0.0175,0.0245,0.0195,0.0229,0.0231,0.0232,0.0254,0.1802,0.0018,0.0013,0.0027,0.0009,0.0016,0.0011,0.0017,0.0013,0.0124
feature_3,-0.003,1e-04,0.0194,0.0167,0.0196,0.0153,0.0165,0.0189,0.0183,0.0196,0.1443,0.0006,0.0008,0.0023,0.0012,0.001,0.0015,0.0008,0.001,0.0092
feature_4,-0.0267,0.0009,0.0282,0.0203,0.0282,0.0227,0.0269,0.0265,0.0287,0.0302,0.2118,0.0035,0.0006,0.0035,0.0015,0.0016,0.0011,0.0027,0.0019,0.0165
feature_5,-0.1101,0.0038,0.0237,0.0165,0.0248,0.0185,0.0217,0.0244,0.0236,0.0265,0.1797,0.0008,0.0009,0.0028,0.0007,0.0029,0.002,0.003,0.0011,0.0141
feature_6,-0.0713,0.0025,0.0228,0.0191,0.0236,0.02,0.022,0.0226,0.0217,0.0227,0.1745,0.0048,0.0021,0.0011,0.0015,0.0014,0.0012,0.0016,0.0006,0.0142
feature_7,0.0354,0.0012,0.0216,0.0242,0.0208,0.0244,0.0233,0.0238,0.0227,0.0219,0.1827,0.001,0.0014,0.0014,0.0009,0.0016,0.0027,0.0015,0.0006,0.011
feature_8,0.0334,0.0012,0.023,0.027,0.0222,0.0232,0.0212,0.024,0.0234,0.0227,0.1867,0.0014,0.0026,0.0017,0.0015,0.0008,0.0013,0.001,0.0011,0.0113
feature_9,-0.0585,0.002,0.0208,0.0213,0.02,0.0222,0.0219,0.0204,0.0206,0.0192,0.1663,0.0014,0.0019,0.0019,0.0007,0.0013,0.001,0.0011,0.0032,0.0124
feature_10,0.0543,0.0019,0.017,0.0179,0.0177,0.0171,0.0159,0.0175,0.0177,0.017,0.1378,0.0012,0.0024,0.0017,0.0008,0.001,0.0013,0.0008,0.0015,0.0107
feature_11,0.0324,0.0011,0.0209,0.0228,0.0208,0.0202,0.0209,0.0204,0.0213,0.0206,0.1679,0.0006,0.002,0.001,0.0009,0.0007,0.0014,0.0013,0.0008,0.0087
feature_12,0.0383,0.0013,0.0241,0.0208,0.0244,0.0221,0.0246,0.0256,0.0246,0.0255,0.1917,0.0008,0.0009,0.0016,0.0008,0.0013,0.001,0.0009,0.0019,0.009
feature_13,-0.0407,0.0014,0.0234,0.0171,0.0231,0.0196,0.0241,0.0225,0.0223,0.0237,0.1759,0.002,0.0009,0.0007,0.0019,0.0012,0.001,0.0019,0.0009,0.0104
feature_14,0.0265,0.0009,0.0231,0.0165,0.0224,0.0185,0.0239,0.0212,0.0217,0.0231,0.1705,0.0012,0.0011,0.002,0.0008,0.0007,0.001,0.0014,0.0012,0.0096
feature_15,0.0246,0.0009,0.0355,0.0187,0.0337,0.0251,0.039,0.0286,0.0308,0.0337,0.2451,0.0013,0.0008,0.0037,0.0024,0.0009,0.0021,0.0008,0.0006,0.0127
feature_16,-0.0692,0.0024,0.0229,0.0172,0.0222,0.0203,0.0254,0.0202,0.0213,0.0217,0.1713,0.0007,0.0017,0.0018,0.0012,0.0008,0.0013,0.0007,0.0007,0.0088
feature_17,-0.0582,0.002,0.0206,0.0222,0.0198,0.0205,0.0209,0.0196,0.0214,0.02,0.1649,0.0007,0.001,0.0013,0.0009,0.001,0.0016,0.0009,0.0008,0.0083
feature_18,-0.0117,0.0004,0.0232,0.0393,0.0217,0.0272,0.0213,0.0232,0.0238,0.0203,0.2002,0.003,0.0032,0.0012,0.001,0.0007,0.0007,0.0007,0.0009,0.0113
feature_19,0.0076,0.0003,0.0261,0.0468,0.0236,0.0297,0.0215,0.0238,0.0249,0.0216,0.218,0.0007,0.0011,0.0008,0.0017,0.0015,0.0008,0.0011,0.0015,0.0091
feature_20,-0.0205,0.0007,0.0229,0.0345,0.0217,0.0326,0.0267,0.0265,0.0244,0.0217,0.2109,0.0007,0.0012,0.0011,0.002,0.0009,0.0027,0.0008,0.001,0.0105
feature_21,0.0167,0.0006,0.0219,0.0285,0.021,0.0278,0.0256,0.0247,0.0238,0.0222,0.1955,0.0009,0.0018,0.0009,0.0014,0.002,0.001,0.0017,0.0011,0.0107
feature_22,0.0338,0.0012,0.0247,0.0283,0.024,0.0294,0.0276,0.0256,0.0242,0.0229,0.2068,0.0018,0.0021,0.0016,0.0019,0.0014,0.0012,0.0015,0.0015,0.013
feature_23,-0.1689,0.0058,0.0204,0.0182,0.0197,0.0209,0.023,0.0204,0.0202,0.0198,0.1626,0.0021,0.0013,0.0018,0.0013,0.001,0.001,0.0011,0.002,0.0116
feature_24,0.0568,0.002,0.0307,0.0213,0.029,0.027,0.0355,0.0271,0.0294,0.0319,0.232,0.0023,0.0012,0.003,0.0009,0.0011,0.0014,0.0014,0.001,0.0124
feature_25,-0.0444,0.0015,0.0336,0.0215,0.0346,0.026,0.0331,0.0338,0.0318,0.0356,0.25,0.0014,0.0013,0.001,0.0031,0.0028,0.0021,0.002,0.0011,0.0148
feature_26,-0.1191,0.0041,0.0334,0.0175,0.0348,0.0251,0.0315,0.0322,0.0327,0.0361,0.2434,0.0016,0.0008,0.0017,0.0017,0.0044,0.0011,0.0016,0.0016,0.0145
feature_27,0.0785,0.0027,0.0229,0.0167,0.0218,0.0198,0.0235,0.0218,0.0216,0.0228,0.1709,0.005,0.0015,0.0016,0.0013,0.0007,0.0015,0.0017,0.0011,0.0144
feature_28,-0.016,0.0006,0.0244,0.033,0.0217,0.0284,0.0244,0.0236,0.0237,0.0217,0.2008,0.0011,0.0025,0.001,0.0009,0.0014,0.0011,0.0013,0.0009,0.0101
feature_29,-0.0032,1e-04,0.0279,0.0377,0.0238,0.0449,0.0334,0.031,0.0314,0.0222,0.2523,0.0009,0.0009,0.0009,0.0013,0.0012,0.0012,0.0007,0.0029,0.0101
feature_30,0.0202,0.0007,0.0248,0.0309,0.0224,0.031,0.0266,0.0252,0.0251,0.0211,0.2071,0.0047,0.0039,0.001,0.0019,0.001,0.0012,0.0011,0.0015,0.0163
feature_31,-0.0144,0.0005,0.0209,0.0377,0.0194,0.0259,0.0184,0.0213,0.0219,0.018,0.1835,0.0008,0.002,0.0011,0.0009,0.001,0.0018,0.0016,0.001,0.0102
feature_32,-0.052,0.0018,0.0236,0.0213,0.0285,0.024,0.017,0.0249,0.0239,0.0239,0.1871,0.0009,0.0021,0.0011,0.0008,0.0011,0.0014,0.0017,0.0013,0.0103
feature_33,-0.0098,0.0003,0.0191,0.028,0.0227,0.0211,0.0168,0.0191,0.0208,0.0217,0.1693,0.0007,0.0007,0.0021,0.0008,0.0018,0.0009,0.0014,0.0006,0.009
feature_34,-0.0098,0.0003,0.0253,0.0226,0.0297,0.0248,0.0201,0.0256,0.0259,0.0265,0.2005,0.001,0.0012,0.0014,0.001,0.0015,0.0008,0.0066,0.0005,0.0139
feature_35,0.0033,1e-04,0.0238,0.0202,0.0266,0.0216,0.0178,0.0241,0.0232,0.0238,0.181,0.002,0.0009,0.0027,0.0015,0.001,0.0013,0.0022,0.0014,0.013
feature_36,-0.0451,0.0016,0.0207,0.0199,0.0223,0.0192,0.0187,0.0219,0.0211,0.0221,0.1659,0.0016,0.0006,0.0019,0.0011,0.0022,0.0008,0.0009,0.0013,0.0103
feature_37,0.1213,0.0042,0.0229,0.0198,0.0233,0.0198,0.0219,0.023,0.0226,0.0234,0.1767,0.0018,0.0008,0.0015,0.0012,0.0028,0.001,0.0024,0.0005,0.0121
feature_38,-0.0179,0.0006,0.0286,0.0178,0.0289,0.0233,0.0276,0.0274,0.0273,0.0296,0.2105,0.001,0.0019,0.0028,0.0015,0.0038,0.0018,0.0009,0.0013,0.0151
feature_39,0.1025,0.0035,0.024,0.0155,0.0251,0.0191,0.023,0.0235,0.0226,0.0252,0.178,0.0014,0.0014,0.0019,0.0008,0.0024,0.001,0.001,0.0008,0.0107
feature_40,0.0404,0.0014,0.0263,0.0184,0.0258,0.0218,0.0273,0.0254,0.0265,0.0278,0.1994,0.0008,0.0007,0.001,0.0016,0.0032,0.0013,0.0016,0.0012,0.0113
feature_41,0.0372,0.0013,0.0187,0.0225,0.0195,0.0188,0.0172,0.0193,0.019,0.0189,0.154,0.0005,0.0031,0.0009,0.0006,0.0012,0.001,0.0014,0.0011,0.0097
feature_42,-0.0071,0.0002,0.0187,0.0223,0.0191,0.0167,0.0165,0.0189,0.0193,0.0193,0.1509,0.0011,0.0038,0.0014,0.0008,0.0007,0.0011,0.0011,0.0012,0.0112
feature_43,-0.0389,0.0013,0.0188,0.02,0.0191,0.0194,0.0182,0.0182,0.0189,0.0186,0.1511,0.0011,0.0014,0.001,0.0009,0.0007,0.0019,0.0027,0.0007,0.0103
feature_44,-0.0996,0.0034,0.0224,0.0165,0.0232,0.0186,0.0208,0.023,0.0216,0.0233,0.1694,0.002,0.002,0.0007,0.0011,0.002,0.001,0.003,0.0011,0.0128
feature_45,-0.0725,0.0025,0.0292,0.0204,0.0287,0.0229,0.0293,0.0288,0.0282,0.0306,0.2181,0.001,0.0018,0.001,0.0008,0.0025,0.0036,0.0027,0.0008,0.0143
feature_46,-0.0545,0.0019,0.0261,0.02,0.0266,0.021,0.0251,0.0249,0.0256,0.0268,0.1962,0.0011,0.0012,0.0033,0.0018,0.0041,0.0035,0.0017,0.0026,0.0193
feature_47,-0.0337,0.0012,0.032,0.0197,0.0333,0.0229,0.0288,0.0336,0.0316,0.0348,0.2368,0.0018,0.0031,0.0029,0.0015,0.001,0.0013,0.0016,0.0011,0.0143
feature_48,0.0688,0.0024,0.0228,0.019,0.0226,0.0184,0.0211,0.021,0.0206,0.0221,0.1676,0.0007,0.001,0.002,0.0008,0.0008,0.0019,0.0009,0.0007,0.0088
feature_49,0.1094,0.0038,0.0229,0.0371,0.0209,0.0277,0.0215,0.0221,0.0222,0.0196,0.1939,0.0015,0.001,0.0009,0.0016,0.0011,0.0012,0.0007,0.0008,0.0088
feature_50,-0.035,0.0012,0.0212,0.0377,0.0193,0.0274,0.0204,0.0215,0.0219,0.0184,0.1879,0.0009,0.0018,0.0007,0.0008,0.0012,0.0012,0.0007,0.0025,0.01
feature_51,0.0429,0.0015,0.0187,0.0253,0.0181,0.0217,0.0185,0.0194,0.0194,0.018,0.159,0.0006,0.0021,0.0014,0.0011,0.0011,0.0019,0.0011,0.0016,0.0108
feature_52,-0.0043,1e-04,0.021,0.024,0.0206,0.0274,0.0253,0.0228,0.0221,0.0214,0.1848,0.0011,0.0012,0.0009,0.0007,0.0017,0.001,0.0012,0.003,0.0109
feature_53,0.0489,0.0017,0.0252,0.0203,0.0232,0.0281,0.0306,0.0238,0.0254,0.0237,0.2004,0.0014,0.0012,0.0022,0.0008,0.0014,0.0025,0.0007,0.0015,0.0116
feature_54,-0.0314,0.0011,0.0327,0.0227,0.0313,0.0316,0.0398,0.0283,0.0305,0.0307,0.2475,0.0014,0.0026,0.0023,0.0028,0.0014,0.0016,0.0005,0.0008,0.0134
feature_55,0.0662,0.0023,0.0359,0.0206,0.035,0.0307,0.0415,0.0321,0.0354,0.0374,0.2686,0.0014,0.0011,0.0031,0.0022,0.0041,0.0014,0.0024,0.0039,0.0198
feature_56,0.0029,1e-04,0.036,0.0229,0.035,0.0329,0.0444,0.032,0.0357,0.0371,0.2761,0.0026,0.001,0.0038,0.003,0.0029,0.0023,0.0006,0.001,0.017
feature_57,0.0427,0.0015,0.0337,0.0205,0.0328,0.0275,0.0371,0.0313,0.0319,0.0352,0.2499,0.0011,0.0012,0.0014,0.0036,0.002,0.0014,0.002,0.0025,0.0152
feature_58,0.0299,0.001,0.049,0.0224,0.0472,0.0301,0.0487,0.0426,0.0452,0.0551,0.3403,0.0028,0.0014,0.0037,0.0015,0.0038,0.0035,0.0041,0.0023,0.023
feature_59,-0.0415,0.0014,0.0359,0.0185,0.0333,0.0235,0.0368,0.0303,0.0327,0.0394,0.2505,0.0024,0.0015,0.0048,0.0009,0.001,0.0017,0.0013,0.0034,0.0169
feature_60,-0.0323,0.0011,0.0238,0.0166,0.0224,0.0204,0.026,0.0216,0.0227,0.0246,0.178,0.0017,0.0015,0.0027,0.0012,0.0008,0.0009,0.0013,0.0032,0.0133
feature_61,0.0046,0.0002,0.0235,0.0359,0.0209,0.025,0.0206,0.0213,0.0227,0.0206,0.1905,0.0015,0.0019,0.0011,0.001,0.001,0.0011,0.0011,0.003,0.0115
feature_62,-0.0284,0.001,0.0267,0.0503,0.0231,0.0313,0.021,0.0243,0.0256,0.021,0.2233,0.0011,0.0047,0.0009,0.0016,0.001,0.0019,0.0011,0.0021,0.0145
feature_63,-0.0356,0.0012,0.0222,0.0489,0.0219,0.0279,0.018,0.0231,0.0243,0.0202,0.2064,0.0011,0.0011,0.0009,0.0014,0.0014,0.0018,0.0013,0.0008,0.0098
feature_64,-0.0574,0.002,0.0268,0.0262,0.0307,0.0323,0.0228,0.0286,0.0282,0.0254,0.2209,0.0009,0.0018,0.0027,0.0009,0.001,0.0021,0.0016,0.0013,0.0122
feature_65,0.0625,0.0022,0.0177,0.0295,0.0207,0.0216,0.0161,0.0186,0.0199,0.0198,0.1639,0.0009,0.0009,0.0009,0.0019,0.0021,0.0025,0.0012,0.0007,0.011
feature_66,-0.0417,0.0014,0.0247,0.0236,0.0304,0.0269,0.0183,0.0255,0.0255,0.0249,0.1998,0.001,0.0008,0.0023,0.001,0.0009,0.0024,0.0011,0.0011,0.0106
feature_67,0.0123,0.0004,0.0184,0.0184,0.0196,0.019,0.0165,0.0188,0.0189,0.0184,0.1481,0.0035,0.0007,0.0009,0.0011,0.0009,0.001,0.0008,0.0007,0.0097
feature_68,0.0438,0.0015,0.0277,0.0176,0.0265,0.024,0.0319,0.0246,0.0275,0.0294,0.2092,0.0019,0.0007,0.001,0.0015,0.002,0.003,0.0008,0.001,0.0118
feature_69,-0.1056,0.0037,0.0255,0.0182,0.0251,0.021,0.0264,0.0244,0.0249,0.0273,0.1929,0.0015,0.0006,0.001,0.0019,0.0026,0.0017,0.0009,0.0006,0.0109
feature_70,0.073,0.0025,0.0316,0.0176,0.0305,0.0241,0.0341,0.0274,0.0291,0.0327,0.2272,0.003,0.0009,0.001,0.0011,0.0027,0.004,0.0015,0.0012,0.0154
feature_71,0.04,0.0014,0.032,0.0196,0.0327,0.0252,0.0321,0.0308,0.0312,0.0337,0.2374,0.0016,0.0015,0.0015,0.005,0.0022,0.0009,0.0011,0.0013,0.0151
feature_72,0.1257,0.0043,0.0274,0.022,0.0265,0.0252,0.0296,0.0258,0.0277,0.0285,0.2128,0.0018,0.0009,0.002,0.0009,0.0006,0.0013,0.0008,0.0049,0.0132
feature_73,-0.021,0.0007,0.0219,0.0179,0.0211,0.0207,0.0231,0.021,0.022,0.0223,0.1699,0.001,0.0008,0.0011,0.0007,0.0044,0.001,0.0009,0.0009,0.0109
feature_74,-0.0107,0.0004,0.0226,0.0249,0.0231,0.0225,0.0223,0.0221,0.0238,0.0241,0.1853,0.0006,0.0007,0.0006,0.002,0.0012,0.0013,0.0008,0.0027,0.01
feature_75,0.0491,0.0017,0.0194,0.0226,0.0221,0.0196,0.0167,0.0194,0.0198,0.0205,0.1602,0.0009,0.001,0.0007,0.0039,0.0023,0.0014,0.0025,0.0014,0.0139
feature_76,0.0675,0.0023,0.0293,0.0159,0.0303,0.0212,0.0265,0.0286,0.0276,0.0311,0.2106,0.0015,0.0009,0.0013,0.0015,0.0042,0.0011,0.0018,0.0025,0.0149
feature_77,-0.0475,0.0016,0.0276,0.017,0.0291,0.0212,0.0235,0.0265,0.0249,0.0281,0.1978,0.0013,0.0008,0.004,0.0022,0.0011,0.0009,0.0027,0.0021,0.015
feature_78,0.0149,0.0005,0.0219,0.0201,0.0238,0.0197,0.0176,0.0233,0.0215,0.0221,0.17,0.0009,0.0008,0.0011,0.0023,0.0021,0.0014,0.0023,0.0007,0.0117
feature_79,-0.019,0.0007,0.0216,0.0152,0.0224,0.0181,0.0197,0.0211,0.0205,0.0218,0.1604,0.0008,0.0007,0.0011,0.0013,0.0014,0.0011,0.0015,0.0018,0.0097
feature_80,-0.0743,0.0026,0.0308,0.0282,0.0292,0.0312,0.0305,0.0288,0.0304,0.0278,0.2369,0.0014,0.0008,0.0014,0.0018,0.0009,0.0018,0.0021,0.0015,0.0116
feature_81,-0.0322,0.0011,0.0226,0.032,0.0205,0.0232,0.0171,0.0181,0.0192,0.0184,0.1711,0.0006,0.0017,0.0011,0.0009,0.0008,0.0011,0.0015,0.0009,0.0085
feature_82,0.0136,0.0005,0.0255,0.0344,0.0232,0.0272,0.0232,0.0224,0.0249,0.0227,0.2036,0.0006,0.0012,0.001,0.0012,0.001,0.0015,0.0009,0.0044,0.0118
feature_83,-0.0086,0.0003,0.0218,0.0338,0.0202,0.0251,0.0214,0.0215,0.0218,0.0202,0.1857,0.0006,0.0019,0.0011,0.0011,0.0018,0.0009,0.0007,0.0017,0.0097
feature_84,-0.0102,0.0004,0.0206,0.036,0.0203,0.0326,0.0257,0.0243,0.0229,0.0208,0.2031,0.0008,0.0008,0.0011,0.0023,0.0007,0.0014,0.0009,0.003,0.011
feature_85,-0.0187,0.0006,0.0226,0.0337,0.0226,0.0329,0.0282,0.0267,0.0253,0.024,0.2159,0.0008,0.0014,0.0026,0.0008,0.001,0.001,0.001,0.0029,0.0114
feature_86,-0.0026,1e-04,0.0247,0.02,0.0236,0.0226,0.0268,0.0238,0.0236,0.0237,0.1888,0.0013,0.001,0.0011,0.0024,0.0011,0.002,0.0012,0.0008,0.0108
feature_87,-0.0049,0.0002,0.0393,0.0259,0.0399,0.0363,0.0485,0.0359,0.0403,0.0411,0.3073,0.0033,0.0009,0.0044,0.003,0.0022,0.0012,0.0017,0.0011,0.0177
feature_88,-0.0093,0.0003,0.0289,0.0224,0.0288,0.0304,0.0359,0.0267,0.0302,0.0291,0.2324,0.0014,0.0009,0.0007,0.0008,0.0008,0.0025,0.0009,0.0021,0.0101
feature_89,0.0068,0.0002,0.0328,0.0263,0.0337,0.0362,0.0429,0.0323,0.0362,0.0352,0.2756,0.0011,0.0015,0.0008,0.0027,0.0033,0.0013,0.0011,0.0015,0.0134
feature_90,0.0197,0.0007,0.0334,0.0234,0.0329,0.0248,0.0333,0.0338,0.034,0.0372,0.2528,0.0011,0.0011,0.0018,0.0013,0.0009,0.0024,0.0019,0.0014,0.0119
feature_91,-0.0588,0.002,0.0317,0.0204,0.0311,0.0228,0.0312,0.0308,0.0306,0.0348,0.2334,0.0014,0.0049,0.002,0.0013,0.0017,0.0015,0.0009,0.0041,0.0178
feature_92,0.0865,0.003,0.0321,0.0192,0.0333,0.0249,0.0275,0.0334,0.0303,0.0324,0.2332,0.0011,0.0014,0.0013,0.0013,0.0013,0.0013,0.0025,0.0018,0.0121
feature_93,-0.0324,0.0011,0.0225,0.0235,0.0222,0.0214,0.02,0.0233,0.0225,0.0219,0.1774,0.0017,0.001,0.0016,0.0006,0.0008,0.0015,0.0016,0.0029,0.0115
feature_94,0.0493,0.0017,0.0234,0.0411,0.0231,0.0251,0.0175,0.0219,0.0231,0.0207,0.1958,0.0007,0.0007,0.0013,0.0015,0.0021,0.0012,0.0012,0.0024,0.0112
feature_95,-0.02,0.0007,0.0222,0.0378,0.0219,0.0267,0.0195,0.0235,0.0239,0.0201,0.1956,0.0009,0.0005,0.001,0.0014,0.0017,0.0022,0.0026,0.0006,0.0109
feature_96,-0.0241,0.0008,0.02,0.0258,0.0223,0.0241,0.018,0.0214,0.022,0.0205,0.1741,0.0014,0.0016,0.0007,0.0014,0.0019,0.0022,0.0016,0.0007,0.0114
feature_97,-0.0072,0.0002,0.0209,0.0321,0.0246,0.0253,0.0185,0.0212,0.0231,0.0229,0.1885,0.0012,0.0015,0.0015,0.0074,0.0013,0.001,0.001,0.0006,0.0154
feature_98,-0.0942,0.0033,0.0226,0.0313,0.0271,0.0245,0.0166,0.0233,0.0243,0.0239,0.1935,0.0008,0.0012,0.0022,0.0015,0.0011,0.0011,0.001,0.0007,0.0097
feature_99,0.0067,0.0002,0.0189,0.0212,0.0202,0.021,0.0164,0.0201,0.0193,0.018,0.1552,0.001,0.0003,0.0022,0.0008,0.0016,0.0017,0.0017,0.0006,0.0099
feature_100,-0.0237,0.0008,0.0322,0.0201,0.0303,0.0246,0.0346,0.0294,0.0308,0.034,0.236,0.0025,0.001,0.0011,0.002,0.0025,0.0022,0.0011,0.0026,0.0151
feature_101,0.0269,0.0009,0.0272,0.0171,0.0268,0.0208,0.0271,0.026,0.0254,0.0286,0.199,0.0011,0.0008,0.0031,0.0017,0.0016,0.0012,0.0023,0.0005,0.0123
feature_102,-0.0735,0.0025,0.0311,0.0204,0.031,0.0289,0.0367,0.029,0.0313,0.032,0.2404,0.0018,0.0015,0.0017,0.0009,0.0032,0.0015,0.0016,0.0018,0.0141
feature_103,0.0682,0.0024,0.0219,0.0202,0.0212,0.0215,0.0239,0.0208,0.0214,0.0215,0.1724,0.0008,0.0006,0.0009,0.0013,0.0017,0.0017,0.0011,0.0008,0.0089
feature_104,-0.003,1e-04,0.0313,0.019,0.0304,0.0253,0.0333,0.0282,0.0295,0.032,0.229,0.0011,0.0008,0.0019,0.0008,0.0054,0.0014,0.0016,0.001,0.0138
feature_105,0.0304,0.0011,0.0231,0.0215,0.0238,0.0194,0.0222,0.024,0.0231,0.0238,0.1809,0.0014,0.0067,0.0009,0.0008,0.0014,0.0011,0.0012,0.0012,0.0148
feature_106,-0.0837,0.0029,0.0215,0.018,0.0224,0.0229,0.0202,0.0229,0.0219,0.0211,0.1709,0.0008,0.0011,0.0011,0.001,0.0011,0.0015,0.0014,0.0022,0.0101
feature_107,-0.0126,0.0004,0.0249,0.0186,0.0264,0.0223,0.0236,0.0249,0.025,0.0261,0.1918,0.0026,0.0019,0.0019,0.0013,0.0023,0.0007,0.0019,0.0008,0.0134
feature_108,0.0805,0.0028,0.0226,0.0199,0.0237,0.0198,0.0197,0.0231,0.0233,0.0237,0.1758,0.0008,0.0008,0.0021,0.0021,0.001,0.0013,0.0027,0.0007,0.0115
feature_109,0.0975,0.0034,0.0258,0.0181,0.0286,0.0222,0.0201,0.0275,0.0245,0.0256,0.1925,0.0008,0.0007,0.0022,0.0047,0.0008,0.0008,0.0009,0.0008,0.0117
feature_110,0.0032,1e-04,0.0272,0.0194,0.0282,0.0226,0.0259,0.0276,0.027,0.0284,0.2062,0.0023,0.0006,0.0023,0.0011,0.0042,0.0006,0.001,0.0019,0.014
feature_111,0.0103,0.0004,0.0226,0.0203,0.0227,0.0217,0.0223,0.0214,0.0219,0.0219,0.1747,0.0012,0.0007,0.0014,0.0022,0.0009,0.0015,0.0009,0.0009,0.0098
feature_112,0.0405,0.0014,0.0182,0.0225,0.0178,0.0211,0.0189,0.0196,0.0191,0.018,0.1551,0.0006,0.0006,0.0006,0.0008,0.0006,0.0029,0.0024,0.0014,0.0099
feature_113,0.0191,0.0007,0.0272,0.0363,0.0269,0.0269,0.0256,0.0283,0.028,0.0262,0.2256,0.0011,0.0009,0.0007,0.0017,0.0013,0.003,0.0013,0.0005,0.0107
feature_114,-0.0038,1e-04,0.028,0.0249,0.0272,0.0232,0.0288,0.0283,0.0278,0.0282,0.2166,0.0018,0.0013,0.0017,0.0008,0.0007,0.0016,0.0023,0.0008,0.0109
feature_115,-0.0038,1e-04,0.0216,0.0244,0.0213,0.0257,0.0233,0.0232,0.023,0.0215,0.184,0.0009,0.0015,0.0014,0.0006,0.0016,0.0035,0.0012,0.0009,0.0115
feature_116,0.0454,0.0016,0.0199,0.0236,0.019,0.0225,0.0225,0.0222,0.0216,0.0211,0.1725,0.0006,0.001,0.0007,0.0019,0.0008,0.0035,0.0012,0.0031,0.0129
feature_117,-0.0005,0.0,0.0224,0.0226,0.0211,0.0251,0.0276,0.0235,0.024,0.0237,0.19,0.0032,0.0014,0.0012,0.0014,0.0008,0.0018,0.0007,0.0018,0.0123
feature_118,0.004,1e-04,0.0266,0.0396,0.0253,0.0409,0.0352,0.0319,0.0296,0.0265,0.2558,0.0023,0.0023,0.0008,0.0053,0.0029,0.0008,0.0007,0.001,0.0161
feature_119,-0.0111,0.0004,0.0232,0.0307,0.0228,0.031,0.0277,0.0256,0.025,0.0232,0.2094,0.001,0.0023,0.0016,0.0021,0.002,0.0007,0.0012,0.0012,0.0121
feature_120,0.0191,0.0007,0.0232,0.0262,0.0227,0.0278,0.0286,0.0242,0.024,0.0237,0.2006,0.0017,0.0013,0.001,0.0024,0.002,0.0013,0.0012,0.0009,0.0118
feature_121,-0.0565,0.002,0.0287,0.0412,0.028,0.041,0.0372,0.0328,0.0317,0.0296,0.2703,0.0015,0.0013,0.0007,0.0029,0.0033,0.0009,0.001,0.0022,0.0138
feature_122,0.0406,0.0014,0.0303,0.0172,0.0298,0.0239,0.0309,0.0269,0.0308,0.0326,0.2224,0.0007,0.0016,0.0024,0.0012,0.0016,0.0011,0.0008,0.0012,0.0106
feature_123,-0.0635,0.0022,0.027,0.0182,0.0285,0.0235,0.0257,0.0279,0.0283,0.0289,0.208,0.0015,0.0039,0.0026,0.0014,0.0016,0.0009,0.0024,0.003,0.0174
feature_124,0.1095,0.0038,0.0267,0.0186,0.0286,0.0205,0.0217,0.0264,0.0253,0.027,0.1948,0.001,0.0025,0.0027,0.0011,0.0009,0.0012,0.001,0.0008,0.0112
feature_125,-0.0401,0.0014,0.0307,0.0222,0.0334,0.0261,0.0238,0.0327,0.0283,0.0291,0.2263,0.0031,0.0007,0.0016,0.0013,0.0014,0.0012,0.002,0.0007,0.0119
feature_126,-0.0036,1e-04,0.0202,0.0193,0.0209,0.019,0.0179,0.0217,0.0201,0.0201,0.1592,0.0023,0.0007,0.0014,0.0007,0.0013,0.0011,0.0046,0.0012,0.0133
feature_127,-0.0231,0.0008,0.0215,0.0256,0.0234,0.021,0.0162,0.0204,0.0205,0.0206,0.1692,0.0008,0.0012,0.0011,0.0014,0.001,0.0009,0.0024,0.0004,0.0092
feature_128,-0.0271,0.0009,0.0224,0.0407,0.022,0.0344,0.0274,0.0266,0.0249,0.0224,0.2207,0.0024,0.0014,0.0008,0.0018,0.0027,0.0009,0.0007,0.0008,0.0115
feature_129,0.0347,0.0012,0.0184,0.027,0.0191,0.0241,0.019,0.0198,0.0197,0.0185,0.1657,0.001,0.0013,0.0015,0.0009,0.0017,0.0008,0.0012,0.0013,0.0096
feature_130,0.062,0.0021,0.0225,0.0227,0.0253,0.0245,0.0197,0.0228,0.023,0.0222,0.1826,0.0012,0.0014,0.0007,0.0024,0.0018,0.0011,0.0011,0.0006,0.0103
feature_131,-0.0262,0.0009,0.0205,0.0248,0.0234,0.0239,0.0188,0.0217,0.0219,0.0217,0.1768,0.0016,0.0007,0.0008,0.0007,0.0011,0.0015,0.0008,0.0007,0.0079
feature_132,-0.0492,0.0017,0.0372,0.0206,0.0334,0.0297,0.0427,0.0294,0.0324,0.0349,0.2604,0.0012,0.0013,0.0011,0.0009,0.0045,0.0038,0.0016,0.0013,0.0156
feature_133,0.0592,0.002,0.0282,0.0184,0.026,0.0256,0.0329,0.0237,0.0252,0.0261,0.206,0.0011,0.001,0.0019,0.001,0.001,0.0011,0.0009,0.0017,0.0097
