,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head_sum_no_self
feature_14,-0.4428,0.0133,0.1736,0.1761,0.1634,0.1783,0.6914,0.0053,0.0065,0.006,0.0379,0.0556
feature_15,0.4917,0.0148,0.2409,0.179,0.2588,0.1845,0.8632,0.0037,0.0064,0.0252,0.0119,0.0473
feature_16,0.565,0.017,0.2941,0.3794,0.2967,0.3784,1.3486,0.0135,0.055,0.0162,0.0085,0.0932
feature_17,0.1614,0.0049,0.1336,0.1482,0.1138,0.127,0.5226,0.0021,0.0104,0.0044,0.0011,0.018
feature_18,-0.3448,0.0104,0.2091,0.2381,0.205,0.2296,0.8819,0.0058,0.0116,0.0093,0.0466,0.0734
feature_19,-0.4823,0.0145,0.2467,0.2025,0.2452,0.2588,0.9531,0.0044,0.0138,0.0174,0.0168,0.0524
feature_20,-0.0832,0.0025,0.2577,0.227,0.3095,0.2436,1.0378,0.0039,0.0339,0.0136,0.019,0.0704
feature_21,2.1497,0.0648,0.1401,0.1449,0.1301,0.1429,0.5579,0.0196,0.0068,0.0057,0.0054,0.0375
feature_22,-0.1123,0.0034,0.1327,0.1311,0.1388,0.135,0.5376,0.0055,0.0081,0.0052,0.023,0.0417
feature_23,-2.2728,0.0685,0.248,0.1781,0.2383,0.2416,0.906,0.0024,0.0121,0.0104,0.0139,0.0388
feature_24,0.2538,0.0076,0.1595,0.1505,0.1464,0.1333,0.5897,0.0039,0.0055,0.0043,0.0041,0.0177
feature_25,0.6018,0.0181,0.1114,0.1003,0.0992,0.1019,0.4128,0.0061,0.0065,0.0048,0.0025,0.0198
feature_26,0.409,0.0123,0.3277,0.3975,0.3623,0.417,1.5045,0.1325,0.0059,0.0193,0.0031,0.1609
feature_27,-0.0986,0.003,0.1524,0.165,0.1268,0.1526,0.5969,0.0034,0.0068,0.0064,0.0016,0.0182
feature_28,-0.3733,0.0112,0.3417,0.2126,0.368,0.2187,1.141,0.0061,0.0079,0.0462,0.0042,0.0643
feature_29,-0.1004,0.003,0.2869,0.2923,0.3294,0.3229,1.2315,0.0298,0.0166,0.0148,0.0049,0.0661
feature_30,-0.4459,0.0134,0.1297,0.1402,0.1251,0.1263,0.5213,0.0039,0.0056,0.0083,0.0073,0.0251
feature_31,0.0046,1e-04,0.1426,0.16,0.1338,0.1567,0.5932,0.0039,0.0136,0.0043,0.0274,0.0493
feature_32,0.222,0.0067,0.1434,0.1499,0.1158,0.1271,0.5361,0.0038,0.0066,0.0052,0.0071,0.0227
feature_33,0.1859,0.0056,0.1226,0.1435,0.1231,0.1339,0.5231,0.0096,0.0059,0.0062,0.0055,0.0272
feature_34,0.2042,0.0062,0.1836,0.1612,0.187,0.1598,0.6916,0.0049,0.0082,0.0044,0.0123,0.0298
feature_35,-0.1694,0.0051,0.1887,0.197,0.1639,0.1761,0.7258,0.0105,0.0213,0.0019,0.0118,0.0455
feature_36,-0.1169,0.0035,0.1619,0.14,0.1907,0.1463,0.6389,0.0014,0.0211,0.0058,0.0059,0.0342
feature_37,0.0124,0.0004,0.1649,0.2212,0.1437,0.1595,0.6893,0.0065,0.0084,0.0051,0.0013,0.0213
feature_38,0.2886,0.0087,0.364,0.3027,0.466,0.3208,1.4535,0.0087,0.0364,0.026,0.0099,0.081
feature_39,-0.1204,0.0036,0.2362,0.3491,0.2559,0.3368,1.178,0.0509,0.0098,0.046,0.0106,0.1173
feature_40,-0.0924,0.0028,0.1602,0.1531,0.114,0.1431,0.5704,0.0078,0.0055,0.006,0.0028,0.0221
feature_41,0.493,0.0149,0.1769,0.212,0.1537,0.2124,0.7551,0.0077,0.0322,0.0029,0.0043,0.0471
feature_42,0.1512,0.0046,0.1863,0.1614,0.1304,0.1562,0.6344,0.0046,0.0069,0.0031,0.003,0.0176
feature_43,-0.5233,0.0158,0.1091,0.1199,0.0837,0.1113,0.4239,0.0054,0.0061,0.0043,0.0044,0.0203
feature_44,0.0681,0.0021,0.1387,0.1314,0.1222,0.1295,0.5218,0.0068,0.0064,0.0062,0.0089,0.0283
feature_45,-0.1856,0.0056,0.1702,0.1547,0.1172,0.1543,0.5964,0.0058,0.0063,0.0045,0.0059,0.0225
feature_46,-0.6335,0.0191,0.2527,0.371,0.2663,0.3713,1.2613,0.0043,0.079,0.0079,0.0077,0.0989
feature_47,-0.1438,0.0043,0.1594,0.1563,0.1333,0.1576,0.6066,0.0187,0.0057,0.0063,0.0054,0.0361
feature_48,0.7896,0.0238,0.3051,0.4445,0.3262,0.4342,1.51,0.0224,0.0331,0.0524,0.0033,0.1112
feature_49,-0.3056,0.0092,0.3442,0.5271,0.366,0.5082,1.7455,0.1596,0.0099,0.0425,0.0038,0.2157
feature_50,0.5216,0.0157,0.2009,0.2793,0.2116,0.2595,0.9513,0.0466,0.0239,0.0113,0.0012,0.083
feature_51,-0.6813,0.0205,0.1727,0.1815,0.1531,0.1934,0.7007,0.0115,0.0109,0.0095,0.0112,0.043
feature_52,-0.4233,0.0128,0.156,0.202,0.1283,0.1416,0.6279,0.0015,0.0097,0.0075,0.0044,0.0232
feature_53,0.5325,0.016,0.1345,0.1518,0.1042,0.1372,0.5277,0.0034,0.0044,0.0117,0.0083,0.0278
feature_54,-0.2328,0.007,0.1235,0.1426,0.1047,0.1178,0.4885,0.0054,0.0046,0.0036,0.003,0.0166
feature_55,0.2341,0.0071,0.1459,0.1506,0.1337,0.1491,0.5793,0.0038,0.0066,0.0145,0.0127,0.0376
feature_56,-0.2548,0.0077,0.1404,0.1398,0.1271,0.1459,0.5532,0.0062,0.0067,0.0049,0.0293,0.0472
feature_57,0.1517,0.0046,0.2396,0.1778,0.2124,0.2386,0.8685,0.0178,0.0094,0.0071,0.0132,0.0474
feature_58,-0.0862,0.0026,0.2379,0.1785,0.2137,0.251,0.8811,0.0051,0.008,0.0116,0.003,0.0277
feature_59,0.1514,0.0046,0.2349,0.2289,0.265,0.259,0.9878,0.0079,0.0114,0.0059,0.0207,0.046
feature_60,-0.0938,0.0028,0.1453,0.1666,0.1157,0.1401,0.5678,0.0016,0.0067,0.0115,0.0053,0.0251
feature_61,0.7126,0.0215,0.2203,0.1558,0.2317,0.1818,0.7897,0.0036,0.015,0.0066,0.0099,0.0351
feature_62,-0.0469,0.0014,0.1869,0.1474,0.1955,0.1551,0.6848,0.0036,0.0101,0.0101,0.0133,0.037
feature_63,-0.3906,0.0118,0.2229,0.1658,0.217,0.2106,0.8163,0.0068,0.0097,0.0055,0.0098,0.0318
feature_64,0.115,0.0035,0.1235,0.1387,0.1041,0.1271,0.4934,0.0029,0.005,0.0077,0.0097,0.0253
feature_65,0.0208,0.0006,0.2475,0.3049,0.2388,0.3086,1.0997,0.0027,0.0102,0.0048,0.1103,0.128
feature_66,-0.5303,0.016,0.1158,0.1232,0.091,0.1122,0.4422,0.0026,0.0054,0.0031,0.004,0.0151
feature_67,-0.2771,0.0084,0.2563,0.237,0.278,0.2679,1.0393,0.0068,0.0146,0.011,0.031,0.0635
feature_68,0.6345,0.0191,0.1089,0.1035,0.101,0.1052,0.4186,0.0039,0.0073,0.0032,0.0043,0.0187
feature_69,-0.0375,0.0011,0.1642,0.1738,0.1465,0.1642,0.6487,0.0031,0.0147,0.004,0.0161,0.038
feature_70,-0.7953,0.024,0.1939,0.1978,0.1994,0.2199,0.811,0.031,0.0074,0.0168,0.0067,0.062
feature_71,0.8567,0.0258,0.1978,0.1592,0.2204,0.1617,0.7392,0.0145,0.0089,0.0061,0.0039,0.0334
feature_72,0.9408,0.0283,0.3124,0.4438,0.3396,0.4321,1.5279,0.0578,0.0072,0.0163,0.1353,0.2166
feature_73,-0.988,0.0298,0.3585,0.2301,0.381,0.2428,1.2124,0.0102,0.0065,0.0103,0.0044,0.0314
feature_74,0.4042,0.0122,0.1374,0.1462,0.1281,0.1263,0.538,0.0031,0.0114,0.0044,0.0086,0.0275
feature_75,-0.8494,0.0256,0.1798,0.1904,0.1678,0.1768,0.7147,0.0032,0.0065,0.0089,0.0351,0.0536
feature_76,-0.012,0.0004,0.1701,0.2159,0.1441,0.1427,0.6728,0.0024,0.0074,0.0074,0.0013,0.0185
feature_77,0.2381,0.0072,0.1482,0.1454,0.1128,0.1443,0.5506,0.0062,0.0121,0.0075,0.0078,0.0336
feature_78,-0.3146,0.0095,0.2006,0.181,0.1635,0.1836,0.7287,0.009,0.0097,0.0181,0.0055,0.0423
rank_correlation,-0.0038,1.0,0.1078,0.0196,0.1667,0.0888,0.1258,0.2121,0.0055,0.2606,-0.0458,0.1329
cosine_similarity,0.0116,1.0,0.6884,0.665,0.6741,0.677,0.6834,0.3628,0.5387,0.4941,0.3963,0.5898
