,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head_sum_no_self
feature_20,-0.0832,0.0025,0.1635,0.2335,0.1983,0.1598,0.7552,0.0223,0.0094,0.0104,0.0038,0.0459
feature_21,2.1497,0.0648,0.257,0.2095,0.2528,0.2504,0.9696,0.0163,0.0131,0.0241,0.0064,0.0599
feature_22,-0.1123,0.0034,0.1445,0.1428,0.147,0.1334,0.5677,0.0039,0.0184,0.0093,0.0065,0.0381
feature_23,-2.2728,0.0685,0.1279,0.0949,0.1208,0.1455,0.4891,0.0109,0.0079,0.0061,0.0044,0.0294
feature_24,0.2538,0.0076,0.2075,0.2519,0.2302,0.1507,0.8403,0.0249,0.0075,0.0031,0.0221,0.0576
feature_25,0.6018,0.0181,0.2034,0.256,0.2038,0.1595,0.8227,0.0065,0.0286,0.0147,0.005,0.0548
feature_26,0.409,0.0123,0.175,0.3052,0.2021,0.1392,0.8215,0.0066,0.0064,0.0329,0.011,0.0569
feature_27,-0.0986,0.003,0.3956,0.3306,0.3376,0.5168,1.5806,0.0098,0.0122,0.0513,0.0104,0.0838
feature_28,-0.3733,0.0112,0.1628,0.1558,0.1603,0.1689,0.6478,0.01,0.01,0.0157,0.0045,0.0401
feature_29,-0.1004,0.003,0.1261,0.1413,0.1382,0.1121,0.5176,0.0105,0.0088,0.0116,0.0032,0.034
feature_30,-0.4459,0.0134,0.1643,0.1316,0.1648,0.1521,0.6129,0.0212,0.0079,0.0037,0.0059,0.0387
feature_31,0.0046,1e-04,0.1544,0.1668,0.1619,0.1484,0.6314,0.0097,0.0144,0.005,0.0094,0.0384
feature_32,0.222,0.0067,0.118,0.1106,0.1146,0.1416,0.4848,0.0079,0.0092,0.0021,0.0079,0.027
feature_33,0.1859,0.0056,0.2142,0.1961,0.2012,0.2166,0.8281,0.0107,0.0214,0.0081,0.0124,0.0527
feature_34,0.2042,0.0062,0.2612,0.2069,0.2408,0.2605,0.9694,0.0166,0.0192,0.0027,0.0265,0.065
feature_35,-0.1694,0.0051,0.3182,0.267,0.309,0.3113,1.2055,0.0048,0.0565,0.0071,0.0178,0.0863
feature_36,-0.1169,0.0035,0.1254,0.1285,0.1337,0.1111,0.4986,0.004,0.0134,0.0044,0.0109,0.0327
feature_37,0.0124,0.0004,0.1369,0.1189,0.1271,0.1765,0.5593,0.0068,0.0122,0.006,0.0063,0.0314
feature_38,0.2886,0.0087,0.1397,0.1098,0.1195,0.1908,0.5599,0.0051,0.0056,0.0161,0.0019,0.0287
feature_39,-0.1204,0.0036,0.2574,0.2407,0.2411,0.2741,1.0134,0.007,0.0172,0.0091,0.0259,0.0593
feature_40,-0.0924,0.0028,0.1965,0.2165,0.2237,0.1618,0.7986,0.0133,0.0067,0.0287,0.0086,0.0573
feature_41,0.493,0.0149,0.1489,0.1349,0.1484,0.1363,0.5686,0.0148,0.0072,0.0029,0.0117,0.0365
feature_42,0.1512,0.0046,0.2777,0.2272,0.2627,0.2735,1.0411,0.0101,0.0321,0.0157,0.0113,0.0692
feature_43,-0.5233,0.0158,0.3719,0.2244,0.3186,0.4339,1.3488,0.0356,0.0077,0.0169,0.0209,0.0812
feature_44,0.0681,0.0021,0.1876,0.1772,0.1884,0.161,0.7142,0.013,0.0153,0.0031,0.017,0.0484
feature_45,-0.1856,0.0056,0.1703,0.1669,0.1716,0.1683,0.6771,0.01,0.0051,0.0196,0.0092,0.0439
feature_46,-0.6335,0.0191,0.1224,0.1156,0.1179,0.1371,0.493,0.0093,0.0109,0.0045,0.0051,0.0297
feature_47,-0.1438,0.0043,0.1789,0.1389,0.1601,0.1886,0.6666,0.0079,0.0207,0.0098,0.0053,0.0437
feature_48,0.7896,0.0238,0.1902,0.2112,0.2062,0.1706,0.7781,0.0124,0.0185,0.0042,0.0155,0.0506
feature_49,-0.3056,0.0092,0.1604,0.2241,0.1819,0.1447,0.7111,0.0075,0.0089,0.0219,0.0084,0.0467
feature_50,0.5216,0.0157,0.2403,0.3949,0.3096,0.1693,1.1141,0.0375,0.0177,0.0077,0.0105,0.0733
feature_51,-0.6813,0.0205,0.1686,0.1286,0.1521,0.1802,0.6296,0.0067,0.0135,0.0039,0.0182,0.0424
feature_52,-0.4233,0.0128,0.2226,0.2968,0.2376,0.1699,0.9269,0.0312,0.014,0.0048,0.0113,0.0612
feature_53,0.5325,0.016,0.1246,0.1369,0.1286,0.1219,0.5119,0.0147,0.0053,0.007,0.0043,0.0312
feature_54,-0.2328,0.007,0.2149,0.2577,0.2304,0.1606,0.8636,0.0234,0.0123,0.0128,0.0087,0.0571
feature_55,0.2341,0.0071,0.1945,0.1555,0.1877,0.2104,0.748,0.0114,0.0113,0.0017,0.0234,0.0478
feature_56,-0.2548,0.0077,0.5088,0.3309,0.4148,0.6955,1.95,0.0448,0.0086,0.0053,0.0472,0.1059
feature_57,0.1517,0.0046,0.3227,0.3478,0.3669,0.2205,1.258,0.0032,0.0058,0.0841,0.0048,0.0979
feature_58,-0.0862,0.0026,0.2631,0.3958,0.294,0.2578,1.2106,0.0107,0.0096,0.017,0.0282,0.0655
feature_59,0.1514,0.0046,0.1798,0.1664,0.1832,0.1651,0.6945,0.0173,0.0059,0.0126,0.008,0.0438
feature_60,-0.0938,0.0028,0.1355,0.1138,0.1301,0.1504,0.5298,0.0127,0.0092,0.0059,0.0034,0.0312
feature_61,0.7126,0.0215,0.1692,0.1216,0.1568,0.1828,0.6304,0.0084,0.0115,0.0017,0.0199,0.0415
feature_62,-0.0469,0.0014,0.3434,0.2177,0.2908,0.4412,1.2932,0.0131,0.0078,0.0142,0.0415,0.0766
feature_63,-0.3906,0.0118,0.1437,0.1586,0.1525,0.1328,0.5876,0.0112,0.0067,0.0084,0.0101,0.0364
feature_64,0.115,0.0035,0.2251,0.1603,0.2213,0.1991,0.8058,0.0126,0.034,0.0031,0.0051,0.0549
feature_65,0.0208,0.0006,0.3518,0.3132,0.343,0.3399,1.348,0.0133,0.0051,0.0346,0.0459,0.0989
feature_66,-0.5303,0.016,0.1664,0.1799,0.1735,0.1737,0.6936,0.0093,0.0072,0.0182,0.0079,0.0426
feature_67,-0.2771,0.0084,0.1117,0.1612,0.124,0.0958,0.4927,0.0139,0.0046,0.0086,0.0046,0.0316
feature_68,0.6345,0.0191,0.1722,0.1823,0.181,0.1323,0.6678,0.0142,0.0054,0.0112,0.0132,0.044
feature_69,-0.0375,0.0011,0.1004,0.1239,0.1103,0.0884,0.4229,0.0064,0.0037,0.0103,0.0066,0.027
feature_70,-0.7953,0.024,0.1872,0.3123,0.2309,0.1615,0.892,0.0124,0.0064,0.0213,0.0154,0.0556
feature_71,0.8567,0.0258,0.2758,0.3727,0.2548,0.2224,1.1257,0.0031,0.0569,0.005,0.0114,0.0764
feature_72,0.9408,0.0283,0.2212,0.2889,0.2511,0.2157,0.9769,0.0305,0.0129,0.0093,0.0061,0.0587
feature_73,-0.988,0.0298,0.1661,0.2434,0.1977,0.1403,0.7474,0.0069,0.0056,0.0289,0.01,0.0515
feature_74,0.4042,0.0122,0.1099,0.1111,0.1133,0.0963,0.4306,0.0059,0.0121,0.0075,0.0035,0.029
feature_75,-0.8494,0.0256,0.1549,0.1465,0.1543,0.1536,0.6094,0.0072,0.0116,0.005,0.0143,0.0382
feature_76,-0.012,0.0004,0.1978,0.1055,0.1855,0.1805,0.6693,0.0054,0.0063,0.0216,0.0083,0.0416
feature_77,0.2381,0.0072,0.2284,0.2854,0.2369,0.189,0.9397,0.0067,0.0097,0.03,0.018,0.0644
feature_78,-0.3146,0.0095,0.1678,0.214,0.1796,0.157,0.7184,0.0171,0.0076,0.0086,0.0102,0.0435
rank_correlation,-0.0038,1.0,-0.1431,-0.0245,-0.1117,-0.1566,-0.0853,-0.0455,-0.0132,-0.11,-0.0625,-0.1228
cosine_similarity,0.0116,1.0,0.6302,0.6458,0.6429,0.5942,0.6386,0.5889,0.5663,0.4638,0.4882,0.6333
